Trip ID,Pickup Date,Pickup Time,Pickup Location,Dropoff Location,Passenger Count,Total Bookings,Booking Value,Trip Distance,Vehicle,Payment_type
7052,2024-06-03 00:00:00,1899-12-30 10:18:07,Downtown Brooklyn/MetroTech,South Williamsburg,1,1.0,$9.0,1.9,Uber Green,Cash
7053,2024-06-03 00:00:00,1899-12-30 10:58:37,Midtown North,Upper East Side North,1,1.0,$10.7,1.86,UberX,Uber Pay
7054,2024-06-03 00:00:00,1899-12-30 10:55:42,LaGuardia Airport,JFK Airport,2,1.0,$36.0,13.3,Uber Black,Cash
7055,2024-06-03 00:00:00,1899-12-30 10:09:23,Garment District,West Chelsea/Hudson Yards,1,1.0,$9.0,1.2,UberX,Cash
7056,2024-06-03 00:00:00,1899-12-30 10:59:16,Clinton East,Financial District South,1,1.0,$26.5,6.2,Uber Black,Uber Pay
7059,2024-06-03 00:00:00,1899-12-30 10:34:30,Clinton East,Midtown South,1,1.0,$6.5,1.26,UberXL,Cash
7060,2024-06-03 00:00:00,1899-12-30 10:17:15,Yorkville West,East Harlem North,2,1.0,$7.0,1.2,UberX,Uber Pay
7061,2024-06-03 00:00:00,1899-12-30 10:18:37,Central Harlem North,Central Harlem,1,1.0,$7.2,1.29,Uber Green,Uber Pay
7063,2024-06-03 00:00:00,1899-12-30 10:37:20,Upper East Side South,TriBeCa/Civic Center,1,1.0,$24.0,4.7,Uber Black,Uber Pay
7064,2024-06-03 00:00:00,1899-12-30 10:16:46,East Chelsea,East Village,6,1.0,$10.3,1.76,Uber Green,Uber Pay
7065,2024-06-03 00:00:00,1899-12-30 10:43:25,Upper East Side North,Central Park,6,1.0,$7.9,1.34,Uber Black,Uber Pay
7066,2024-06-03 00:00:00,1899-12-30 10:03:19,Clinton West,Central Harlem North,1,1.0,$27.1,6.2,Uber Comfort,Uber Pay
7067,2024-06-03 00:00:00,1899-12-30 10:04:38,Central Harlem,Midtown East,1,1.0,$19.0,4.31,Uber Green,Uber Pay
7068,2024-06-03 00:00:00,1899-12-30 10:52:40,Upper West Side North,Upper East Side North,2,1.0,$10.3,1.74,UberX,Uber Pay
7070,2024-06-03 00:00:00,1899-12-30 10:44:04,Kips Bay,Lenox Hill East,1,1.0,$12.1,2.16,UberX,Uber Pay
7071,2024-06-03 00:00:00,1899-12-30 10:08:21,Midtown North,Upper West Side South,1,1.0,$8.0,1.4,UberX,Cash
7072,2024-06-03 00:00:00,1899-12-30 10:39:36,Penn Station/Madison Sq West,Kips Bay,1,1.0,$10.9,1.6,Uber Comfort,Uber Pay
7073,2024-06-03 00:00:00,1899-12-30 11:24:11,Central Park,Spuyten Duyvil/Kingsbridge,1,1.0,$28.9,8,UberX,Uber Pay
7076,2024-06-03 00:00:00,1899-12-30 11:58:41,Clinton West,Central Harlem,1,1.0,$18.7,4.7,UberXL,Uber Pay
7077,2024-06-03 00:00:00,1899-12-30 11:10:10,Upper West Side North,Yorkville West,1,1.0,$12.7,1.95,UberX,Uber Pay
7078,2024-06-03 00:00:00,1899-12-30 11:48:14,Union Sq,Alphabet City,1,1.0,$10.0,1.95,UberX,Cash
7079,2024-06-03 00:00:00,1899-12-30 11:10:51,Lincoln Square East,Lenox Hill West,1,1.0,$7.5,1.3,Uber Comfort,Cash
7080,2024-06-03 00:00:00,1899-12-30 11:14:53,West Chelsea/Hudson Yards,East Chelsea,1,1.0,$5.5,1.1,Uber Comfort,Cash
7081,2024-06-03 00:00:00,1899-12-30 11:51:44,Morningside Heights,Upper West Side South,6,1.0,$10.5,2.13,UberX,Cash
7082,2024-06-03 00:00:00,1899-12-30 10:59:47,Financial District South,Central Park,5,1.0,$30.7,7.63,UberX,Uber Pay
7083,2024-06-03 00:00:00,1899-12-30 11:40:07,Upper West Side North,Midtown East,1,1.0,$17.1,3.2,Uber Comfort,Uber Pay
7084,2024-06-03 00:00:00,1899-12-30 11:55:56,Midtown East,Bronxdale,2,1.0,$35.5,11.96,Uber Green,Cash
7085,2024-06-03 00:00:00,1899-12-30 11:12:09,Astoria,Jackson Heights,1,1.0,$10.0,2.4,Uber Black,Google Pay
7086,2024-06-03 00:00:00,1899-12-30 11:06:53,Clinton East,UN/Turtle Bay South,1,1.0,$13.3,1.85,UberXL,Uber Pay
7088,2024-06-03 00:00:00,1899-12-30 11:15:11,Yorkville East,Lenox Hill West,1,1.0,$9.6,1.49,Uber Black,Uber Pay
7089,2024-06-03 00:00:00,1899-12-30 11:48:16,Midtown North,Midtown South,1,1.0,$7.9,1.15,Uber Black,Uber Pay
7090,2024-06-03 00:00:00,1899-12-30 11:58:05,Murray Hill,Sutton Place/Turtle Bay North,1,1.0,$9.6,1.09,Uber Green,Uber Pay
7092,2024-06-03 00:00:00,1899-12-30 11:03:30,Clinton East,Flatiron,1,1.0,$9.6,1.54,UberXL,Uber Pay
7094,2024-06-03 00:00:00,1899-12-30 11:15:52,Upper West Side South,Midtown North,1,1.0,$9.7,1.35,Uber Comfort,Uber Pay
7095,2024-06-03 00:00:00,1899-12-30 11:40:36,Greenwich Village North,Sutton Place/Turtle Bay North,1,1.0,$11.0,2.68,UberXL,Cash
7096,2024-06-03 00:00:00,1899-12-30 11:29:04,Lincoln Square East,Lenox Hill East,1,1.0,$13.3,2.2,Uber Comfort,Uber Pay
7097,2024-06-03 00:00:00,1899-12-30 11:44:53,Lenox Hill East,Upper East Side South,1,1.0,$7.0,1.07,Uber Black,Cash
7098,2024-06-03 00:00:00,1899-12-30 11:00:00,Gramercy,East Chelsea,1,1.0,$12.7,2.05,Uber Comfort,Uber Pay
7100,2024-06-03 00:00:00,1899-12-30 11:07:06,Murray Hill,Boerum Hill,2,1.0,$26.4,6.7,Uber Comfort,Uber Pay
7101,2024-06-03 00:00:00,1899-12-30 11:40:50,TriBeCa/Civic Center,Lower East Side,1,1.0,$11.0,1.9,UberX,Cash
7102,2024-06-03 00:00:00,1899-12-30 11:11:51,East Harlem South,Upper East Side North,1,1.0,$5.5,1.18,UberXL,Cash
7103,2024-06-03 00:00:00,1899-12-30 11:31:26,SoHo,Midtown South,2,1.0,$11.4,1.99,Uber Black,Uber Pay
7104,2024-06-03 00:00:00,1899-12-30 11:48:52,Yorkville East,Flatiron,1,1.0,$20.7,4.73,UberX,Uber Pay
7105,2024-06-03 00:00:00,1899-12-30 11:19:30,Yorkville West,Upper East Side South,1,1.0,$8.5,1.06,Uber Comfort,Uber Pay
7106,2024-06-03 00:00:00,1899-12-30 11:28:14,Lenox Hill West,Long Island City/Hunters Point,1,1.0,$10.5,2.7,Uber Black,Cash
7107,2024-06-03 00:00:00,1899-12-30 11:53:25,Sutton Place/Turtle Bay North,TriBeCa/Civic Center,1,1.0,$17.5,3.51,UberX,Uber Pay
7108,2024-06-03 00:00:00,1899-12-30 11:36:46,Upper West Side North,Midtown North,1,1.0,$12.0,2.7,Uber Comfort,Cash
7109,2024-06-03 00:00:00,1899-12-30 11:54:43,Midtown East,Upper East Side North,1,1.0,$10.8,2.15,UberX,Uber Pay
7110,2024-06-03 00:00:00,1899-12-30 11:16:13,East Harlem South,UN/Turtle Bay South,2,1.0,$12.5,3.3,UberX,Uber Pay
7112,2024-06-03 00:00:00,1899-12-30 11:07:27,JFK Airport,Soundview/Castle Hill,1,1.0,$58.5,20.4,UberX,Uber Pay
7113,2024-06-03 00:00:00,1899-12-30 11:13:55,UN/Turtle Bay South,Upper East Side South,2,1.0,$9.7,1.7,Uber Comfort,Uber Pay
7114,2024-06-03 00:00:00,1899-12-30 11:21:50,NV,Midtown North,1,1.0,$23.3,5.1,UberXL,Uber Pay
7115,2024-06-03 00:00:00,1899-12-30 11:43:37,Union Sq,East Village,3,1.0,$8.0,1.58,Uber Comfort,Uber Pay
7116,2024-06-03 00:00:00,1899-12-30 11:13:33,Upper West Side North,Central Park,1,1.0,$7.9,1.3,Uber Comfort,Uber Pay
7117,2024-06-03 00:00:00,1899-12-30 11:41:56,Morningside Heights,East Concourse/Concourse Village,1,1.0,$16.5,3.7,UberX,Cash
7118,2024-06-03 00:00:00,1899-12-30 11:32:28,Midtown East,Murray Hill,1,1.0,$7.1,1.06,Uber Green,Uber Pay
7119,2024-06-03 00:00:00,1899-12-30 11:44:47,Upper East Side South,Lenox Hill West,2,1.0,$9.0,1.12,UberXL,Uber Pay
7120,2024-06-03 00:00:00,1899-12-30 11:21:41,Sunnyside,Kips Bay,1,1.0,$22.3,4.95,UberX,Uber Pay
7121,2024-06-03 00:00:00,1899-12-30 11:03:43,Times Sq/Theatre District,Brighton Beach,1,1.0,$67.9,19.8,Uber Black,Uber Pay
7122,2024-06-03 00:00:00,1899-12-30 11:29:05,Upper East Side South,Upper West Side North,1,1.0,$12.7,2.1,Uber Green,Uber Pay
7123,2024-06-03 00:00:00,1899-12-30 11:31:28,Sutton Place/Turtle Bay North,Upper West Side South,3,1.0,$13.3,1.9,UberXL,Uber Pay
7124,2024-06-03 00:00:00,1899-12-30 11:02:51,Upper East Side North,Manhattan Valley,2,1.0,$12.0,2.31,UberX,Cash
7125,2024-06-03 00:00:00,1899-12-30 11:08:13,Financial District North,UN/Turtle Bay South,1,1.0,$16.0,4.5,Uber Black,Uber Pay
7126,2024-06-03 00:00:00,1899-12-30 11:55:11,Central Park,Central Harlem North,1,1.0,$8.0,1.49,Uber Comfort,Cash
7127,2024-06-03 00:00:00,1899-12-30 11:53:06,JFK Airport,Whitestone,1,1.0,$45.5,17.1,UberX,Cash
7128,2024-06-03 00:00:00,1899-12-30 11:22:09,Times Sq/Theatre District,West Village,1,1.0,$10.3,2.2,UberXL,Uber Pay
7129,2024-06-03 00:00:00,1899-12-30 11:52:31,Upper East Side North,Clinton East,1,1.0,$12.0,2.96,Uber Black,Cash
7130,2024-06-03 00:00:00,1899-12-30 11:37:52,Yorkville East,Greenwich Village North,1,1.0,$22.1,4.3,Uber Green,Uber Pay
7131,2024-06-03 00:00:00,1899-12-30 11:49:55,Upper West Side North,Upper East Side North,1,1.0,$8.0,1.32,UberX,Cash
7132,2024-06-03 00:00:00,1899-12-30 11:09:31,Central Harlem,East Harlem North,1,1.0,$10.7,1.41,UberX,Uber Pay
7133,2024-06-03 00:00:00,1899-12-30 11:00:09,JFK Airport,Flushing,1,1.0,$29.0,10.1,Uber Comfort,Cash
7134,2024-06-03 00:00:00,1899-12-30 11:31:58,East Village,Lenox Hill East,2,1.0,$10.5,2.71,UberXL,Cash
7136,2024-06-03 00:00:00,1899-12-30 11:06:16,Sutton Place/Turtle Bay North,Lenox Hill East,3,1.0,$5.5,1.04,UberX,Cash
7137,2024-06-03 00:00:00,1899-12-30 11:36:59,Lenox Hill East,East Village,2,1.0,$18.1,4.05,UberX,Uber Pay
7138,2024-06-03 00:00:00,1899-12-30 11:50:54,Upper East Side North,East Harlem North,5,1.0,$6.5,1.54,Uber Black,Cash
7139,2024-06-03 00:00:00,1899-12-30 11:16:01,Upper West Side North,East Harlem South,3,1.0,$10.0,1.28,Uber Comfort,Cash
7140,2024-06-03 00:00:00,1899-12-30 11:36:54,Union Sq,Financial District North,1,1.0,$13.3,2.4,Uber Comfort,Uber Pay
7141,2024-06-03 00:00:00,1899-12-30 10:58:45,Lincoln Square West,Washington Heights South,3,1.0,$20.5,5.45,Uber Comfort,Uber Pay
7142,2024-06-03 00:00:00,1899-12-30 11:59:18,Bloomingdale,East Concourse/Concourse Village,1,1.0,$18.0,4.5,Uber Comfort,Uber Pay
7143,2024-06-03 00:00:00,1899-12-30 11:10:50,Central Harlem,Lenox Hill East,1,1.0,$18.0,4.5,UberXL,Cash
7144,2024-06-03 00:00:00,1899-12-30 11:57:25,Upper East Side North,Forest Hills,1,1.0,$37.5,10.9,Uber Black,Cash
7145,2024-06-03 00:00:00,1899-12-30 11:25:10,Upper West Side South,East Harlem South,1,1.0,$16.7,3.48,UberX,Uber Pay
7146,2024-06-03 00:00:00,1899-12-30 11:21:46,Hamilton Heights,East Elmhurst,1,1.0,$33.5,7.5,Uber Green,Uber Pay
7148,2024-06-03 00:00:00,1899-12-30 11:17:53,Lincoln Square West,Clinton East,1,1.0,$9.0,1.25,Uber Green,Uber Pay
7150,2024-06-03 00:00:00,1899-12-30 11:44:41,Central Park,Lincoln Square West,1,1.0,$11.5,2.45,Uber Black,Uber Pay
7151,2024-06-03 00:00:00,1899-12-30 11:23:54,Yorkville West,Garment District,1,1.0,$18.1,3.3,Uber Green,Uber Pay
7154,2024-06-03 00:00:00,1899-12-30 11:09:50,Upper West Side North,Morningside Heights,1,1.0,$9.6,1.3,UberX,Uber Pay
7155,2024-06-03 00:00:00,1899-12-30 11:43:04,Gramercy,UN/Turtle Bay South,1,1.0,$9.0,1.4,UberXL,Uber Pay
7156,2024-06-03 00:00:00,1899-12-30 11:20:30,Yorkville East,East Harlem South,1,1.0,$12.1,1.6,UberX,Uber Pay
7157,2024-06-03 00:00:00,1899-12-30 11:50:25,East Harlem North,Central Harlem North,1,1.0,$10.0,1.7,Uber Black,Cash
7159,2024-06-03 00:00:00,1899-12-30 11:06:29,Upper West Side North,Upper East Side North,5,1.0,$9.4,1.23,Uber Comfort,Uber Pay
7160,2024-06-03 00:00:00,1899-12-30 11:22:40,Flatiron,Boerum Hill,1,1.0,$17.5,5.19,Uber Comfort,Cash
7161,2024-06-03 00:00:00,1899-12-30 11:36:50,Midtown North,Upper West Side North,1,1.0,$12.0,3.3,Uber Comfort,Cash
7162,2024-06-03 00:00:00,1899-12-30 11:40:46,Penn Station/Madison Sq West,Clinton West,2,1.0,$10.7,1.58,Uber Black,Uber Pay
7163,2024-06-03 00:00:00,1899-12-30 11:10:16,Upper West Side North,East Harlem South,1,1.0,$9.5,2.1,UberX,Uber Pay
7165,2024-06-03 00:00:00,1899-12-30 11:26:52,UN/Turtle Bay South,Midtown South,1,1.0,$9.1,1.28,Uber Comfort,Uber Pay
7166,2024-06-03 00:00:00,1899-12-30 11:10:31,Midtown North,Long Island City/Queens Plaza,2,1.0,$16.9,3.01,Uber Black,Uber Pay
7167,2024-06-03 00:00:00,1899-12-30 11:52:46,East Chelsea,Inwood,1,1.0,$36.7,11,Uber Black,Uber Pay
7168,2024-06-03 00:00:00,1899-12-30 11:05:18,LaGuardia Airport,JFK Airport,1,1.0,$44.6,13.04,UberXL,Uber Pay
7169,2024-06-03 00:00:00,1899-12-30 11:03:16,Upper East Side North,Bloomingdale,1,1.0,$11.5,2.38,UberX,Uber Pay
7170,2024-06-03 00:00:00,1899-12-30 11:14:50,Sutton Place/Turtle Bay North,Midtown South,1,1.0,$8.5,1.3,Uber Green,Uber Pay
7171,2024-06-03 00:00:00,1899-12-30 11:53:14,Lenox Hill East,Clinton East,1,1.0,$13.0,3,Uber Black,Uber Pay
7172,2024-06-03 00:00:00,1899-12-30 11:07:32,TriBeCa/Civic Center,Union Sq,2,1.0,$10.3,2.16,UberXL,Uber Pay
7173,2024-06-03 00:00:00,1899-12-30 11:54:47,Clinton East,Midtown East,2,1.0,$8.5,1.2,UberX,Uber Pay
7174,2024-06-03 00:00:00,1899-12-30 11:07:00,East Williamsburg,Bedford,1,1.0,$8.5,1.2,UberX,Uber Pay
7175,2024-06-03 00:00:00,1899-12-30 11:46:45,Kips Bay,Penn Station/Madison Sq West,1,1.0,$10.3,1.3,UberXL,Uber Pay
7176,2024-06-03 00:00:00,1899-12-30 11:24:21,Lincoln Square East,Sutton Place/Turtle Bay North,1,1.0,$7.0,1.49,UberX,Cash
7177,2024-06-03 00:00:00,1899-12-30 11:08:03,Central Park,Upper East Side North,4,1.0,$6.5,1.49,UberXL,Cash
7178,2024-06-03 00:00:00,1899-12-30 11:44:11,Gramercy,Lenox Hill East,1,1.0,$13.0,3.39,Uber Green,Cash
7179,2024-06-03 00:00:00,1899-12-30 11:50:45,East Harlem South,Melrose South,1,1.0,$13.0,3.4,UberX,Cash
7180,2024-06-03 00:00:00,1899-12-30 11:21:07,Manhattan Valley,Lenox Hill West,1,1.0,$12.0,3.01,Uber Black,Cash
7181,2024-06-03 00:00:00,1899-12-30 11:06:15,Murray Hill,Lenox Hill West,1,1.0,$6.5,1.71,UberX,Cash
7182,2024-06-03 00:00:00,1899-12-30 11:45:46,Lenox Hill East,Upper East Side North,1,1.0,$7.1,1.34,Uber Green,Uber Pay
7183,2024-06-03 00:00:00,1899-12-30 11:58:14,Lenox Hill West,Long Island City/Queens Plaza,1,1.0,$14.6,3.15,Uber Comfort,Uber Pay
7184,2024-06-03 00:00:00,1899-12-30 11:55:05,Kips Bay,Yorkville West,2,1.0,$11.5,3.11,UberX,Cash
7186,2024-06-03 00:00:00,1899-12-30 11:32:59,Flatiron,Lenox Hill East,1,1.0,$19.0,3.6,UberXL,Uber Pay
7187,2024-06-03 00:00:00,1899-12-30 11:09:59,Lenox Hill East,Lincoln Square East,3,1.0,$13.3,1.85,UberX,Uber Pay
7188,2024-06-03 00:00:00,1899-12-30 11:23:35,Midtown North,Kips Bay,1,1.0,$8.0,1.81,UberXL,Cash
7189,2024-06-03 00:00:00,1899-12-30 11:31:20,Upper East Side North,Upper West Side South,1,1.0,$6.5,1.29,UberX,Cash
7190,2024-06-03 00:00:00,1899-12-30 11:42:28,Upper West Side North,East Chelsea,1,1.0,$22.4,3.81,UberXL,Uber Pay
7191,2024-06-03 00:00:00,1899-12-30 11:30:26,East Chelsea,Midtown East,1,1.0,$10.3,1.7,UberX,Uber Pay
7193,2024-06-03 00:00:00,1899-12-30 11:27:01,Lenox Hill East,Soundview/Castle Hill,2,1.0,$22.5,7.31,Uber Green,Cash
7194,2024-06-03 00:00:00,1899-12-30 11:53:02,Queensbridge/Ravenswood,Sunnyside,1,1.0,$10.5,2.5,Uber Comfort,Cash
7195,2024-06-03 00:00:00,1899-12-30 11:49:48,Upper East Side North,East Concourse/Concourse Village,1,1.0,$16.0,4.6,UberX,Cash
7196,2024-06-03 00:00:00,1899-12-30 11:58:31,Pelham Bay,Van Nest/Morris Park,1,1.0,$27.3,5.05,UberX,Uber Pay
7197,2024-06-03 00:00:00,1899-12-30 11:00:01,UN/Turtle Bay South,Penn Station/Madison Sq West,1,1.0,$11.5,2.53,Uber Comfort,Cash
7198,2024-06-03 00:00:00,1899-12-30 11:42:20,Penn Station/Madison Sq West,Upper East Side North,1,1.0,$13.5,3.4,Uber Green,Cash
7199,2024-06-03 00:00:00,1899-12-30 11:22:23,Financial District North,Upper East Side North,1,1.0,$28.0,7.8,Uber Black,Uber Pay
7200,2024-06-03 00:00:00,1899-12-30 11:24:33,Lincoln Square East,Murray Hill,1,1.0,$13.5,2.8,Uber Black,Uber Pay
7201,2024-06-03 00:00:00,1899-12-30 11:52:26,Lincoln Square East,Penn Station/Madison Sq West,1,1.0,$7.0,1.4,UberX,Cash
7202,2024-06-03 00:00:00,1899-12-30 11:41:08,Lenox Hill East,Astoria,1,1.0,$15.5,3.98,UberXL,Cash
7203,2024-06-03 00:00:00,1899-12-30 11:03:30,Clinton East,West Village,1,1.0,$14.5,4.07,UberX,Cash
7204,2024-06-03 00:00:00,1899-12-30 11:33:11,Central Park,Morningside Heights,1,1.0,$12.5,3.15,UberXL,Cash
7205,2024-06-03 00:00:00,1899-12-30 11:50:35,Greenwich Village South,Lenox Hill West,1,1.0,$15.0,4.13,UberXL,Cash
7206,2024-06-03 00:00:00,1899-12-30 11:03:11,Upper East Side South,Manhattanville,1,1.0,$22.7,4.88,UberX,Uber Pay
7207,2024-06-03 00:00:00,1899-12-30 11:39:49,Upper West Side North,Midtown East,1,1.0,$16.3,2.98,UberXL,Uber Pay
7208,2024-06-03 00:00:00,1899-12-30 11:43:27,Penn Station/Madison Sq West,Clinton West,1,1.0,$7.5,1.6,UberX,Cash
7209,2024-06-03 00:00:00,1899-12-30 11:55:56,Yorkville West,East Harlem North,1,1.0,$6.5,1.61,Uber Black,Uber Pay
7211,2024-06-03 00:00:00,1899-12-30 11:25:49,Hudson Sq,Financial District North,1,1.0,$19.9,4.02,Uber Black,Uber Pay
7212,2024-06-03 00:00:00,1899-12-30 11:19:56,Midtown North,Central Harlem,2,1.0,$13.5,3.24,UberX,Cash
7213,2024-06-03 00:00:00,1899-12-30 11:40:21,Garment District,Stuy Town/Peter Cooper Village,1,1.0,$12.1,2.05,Uber Comfort,Uber Pay
7214,2024-06-03 00:00:00,1899-12-30 11:15:48,Upper West Side South,Clinton West,1,1.0,$11.5,1.58,UberXL,Uber Pay
7215,2024-06-03 00:00:00,1899-12-30 11:18:01,Gramercy,Midtown East,1,1.0,$10.7,1.93,Uber Comfort,Uber Pay
7217,2024-06-03 00:00:00,1899-12-30 11:01:31,Gramercy,Bushwick North,1,1.0,$26.0,7.2,Uber Green,Cash
7218,2024-06-03 00:00:00,1899-12-30 11:46:36,East Village,Flatiron,1,1.0,$9.5,1.59,UberX,Cash
7219,2024-06-03 00:00:00,1899-12-30 11:22:10,Central Park,Upper West Side South,1,1.0,$6.0,1.3,UberXL,Cash
7220,2024-06-03 00:00:00,1899-12-30 11:10:42,Midtown North,Upper East Side North,1,1.0,$16.6,1.93,UberXL,Uber Pay
7221,2024-06-03 00:00:00,1899-12-30 11:52:37,Upper West Side North,Central Harlem,1,1.0,$8.7,1.17,Uber Green,Uber Pay
7223,2024-06-03 00:00:00,1899-12-30 11:56:25,East Harlem South,East Harlem North,1,1.0,$6.0,1.28,UberXL,Cash
7224,2024-06-03 00:00:00,1899-12-30 11:27:45,Clinton West,Upper West Side South,1,1.0,$8.0,1.76,Uber Black,Cash
7225,2024-06-03 00:00:00,1899-12-30 11:38:54,Penn Station/Madison Sq West,Gramercy,1,1.0,$10.3,1.45,UberX,Uber Pay
7227,2024-06-03 00:00:00,1899-12-30 11:09:12,Upper East Side South,East Harlem South,1,1.0,$10.1,1.4,Uber Comfort,Uber Pay
7228,2024-06-03 00:00:00,1899-12-30 11:45:52,JFK Airport,Springfield Gardens North,1,1.0,$14.5,4.24,UberX,Cash
7229,2024-06-03 00:00:00,1899-12-30 11:51:45,Lincoln Square West,Midtown East,1,1.0,$14.0,2.5,UberXL,Uber Pay
7231,2024-06-03 00:00:00,1899-12-30 11:07:22,Central Park,Murray Hill,1,1.0,$10.3,1.74,UberXL,Uber Pay
7232,2024-06-03 00:00:00,1899-12-30 11:26:57,Upper East Side North,Midtown Center,1,1.0,$14.0,2.59,Uber Black,Uber Pay
7233,2024-06-03 00:00:00,1899-12-30 11:23:10,Upper East Side North,Murray Hill,1,1.0,$14.1,2.7,UberX,Uber Pay
7234,2024-06-03 00:00:00,1899-12-30 11:31:25,Lenox Hill West,Manhattan Valley,1,1.0,$11.5,2.9,Uber Black,Cash
7235,2024-06-03 00:00:00,1899-12-30 11:59:19,TriBeCa/Civic Center,Penn Station/Madison Sq West,1,1.0,$14.0,3.16,UberX,Uber Pay
7236,2024-06-03 00:00:00,1899-12-30 11:30:23,Rockaway Park,Ridgewood,1,1.0,$68.3,18.81,Uber Green,Uber Pay
7237,2024-06-03 00:00:00,1899-12-30 11:18:01,Upper East Side South,West Concourse,2,1.0,$25.0,6.41,UberXL,Cash
7238,2024-06-03 00:00:00,1899-12-30 11:29:59,East Harlem North,Upper East Side North,1,1.0,$12.0,1.9,Uber Comfort,Uber Pay
7239,2024-06-03 00:00:00,1899-12-30 11:09:15,Upper West Side North,Upper East Side North,1,1.0,$6.5,1.19,UberXL,Cash
7240,2024-06-03 00:00:00,1899-12-30 11:11:02,Kips Bay,World Trade Center,1,1.0,$17.5,4.94,Uber Black,Uber Pay
7241,2024-06-03 00:00:00,1899-12-30 11:09:58,East Village,Little Italy/NoLiTa,1,1.0,$7.5,1.15,Uber Black,Cash
7242,2024-06-03 00:00:00,1899-12-30 11:53:26,Murray Hill,Upper East Side North,1,1.0,$14.0,2.13,Uber Comfort,Uber Pay
7243,2024-06-03 00:00:00,1899-12-30 11:15:23,Midtown Center,East Village,1,1.0,$14.5,3.41,UberXL,Uber Pay
7244,2024-06-03 00:00:00,1899-12-30 11:14:13,Midtown East,Union Sq,1,1.0,$12.0,2.5,Uber Comfort,Cash
7245,2024-06-03 00:00:00,1899-12-30 11:13:45,Lenox Hill East,Upper East Side North,1,1.0,$11.5,1.81,UberX,Uber Pay
7246,2024-06-03 00:00:00,1899-12-30 11:57:27,Penn Station/Madison Sq West,Kips Bay,1,1.0,$7.5,1.22,Uber Comfort,Cash
7247,2024-06-03 00:00:00,1899-12-30 11:45:49,West Chelsea/Hudson Yards,Lincoln Square West,1,1.0,$7.0,1.7,UberX,Cash
7248,2024-06-03 00:00:00,1899-12-30 11:40:10,Penn Station/Madison Sq West,Financial District North,1,1.0,$15.1,3.36,UberX,Uber Pay
7249,2024-06-03 00:00:00,1899-12-30 11:50:04,Penn Station/Madison Sq West,Kips Bay,1,1.0,$6.5,1.03,UberX,Cash
7251,2024-06-03 00:00:00,1899-12-30 11:03:39,Washington Heights South,Upper West Side North,1,1.0,$19.6,4.3,UberXL,Uber Pay
7252,2024-06-03 00:00:00,1899-12-30 11:48:21,Sutton Place/Turtle Bay North,Garment District,1,1.0,$10.3,1.7,Uber Black,Uber Pay
7253,2024-06-03 00:00:00,1899-12-30 11:29:23,Garment District,LaGuardia Airport,1,1.0,$27.5,8.3,UberX,Cash
7254,2024-06-03 00:00:00,1899-12-30 11:29:08,Upper West Side South,Central Harlem North,1,1.0,$17.5,3.46,UberX,Uber Pay
7256,2024-06-03 00:00:00,1899-12-30 11:53:18,Greenwich Village North,Meatpacking/West Village West,1,1.0,$6.5,1.19,UberX,Cash
7257,2024-06-03 00:00:00,1899-12-30 11:33:21,Union Sq,TriBeCa/Civic Center,1,1.0,$12.1,1.97,UberX,Uber Pay
7258,2024-06-03 00:00:00,1899-12-30 11:51:29,Upper West Side North,East Harlem South,1,1.0,$11.0,2.02,Uber Comfort,Cash
7259,2024-06-03 00:00:00,1899-12-30 11:30:58,Kips Bay,Union Sq,1,1.0,$9.0,1.65,UberXL,Cash
7260,2024-06-03 00:00:00,1899-12-30 11:20:39,LaGuardia Airport,East Village,1,1.0,$36.1,10.03,UberX,Uber Pay
7261,2024-06-03 00:00:00,1899-12-30 11:31:35,Hamilton Heights,Upper East Side South,1,1.0,$27.1,6.5,UberX,Uber Pay
7262,2024-06-03 00:00:00,1899-12-30 11:45:15,West Village,Union Sq,1,1.0,$6.0,1.3,Uber Green,Google Pay
7263,2024-06-03 00:00:00,1899-12-30 11:38:07,Morningside Heights,Upper West Side South,1,1.0,$8.5,1.6,UberX,Cash
7264,2024-06-03 00:00:00,1899-12-30 11:36:56,Midtown Center,Clinton East,1,1.0,$9.0,1.2,UberXL,Uber Pay
7265,2024-06-03 00:00:00,1899-12-30 11:00:37,Upper West Side North,Upper East Side South,1,1.0,$11.5,1.76,UberX,Uber Pay
7267,2024-06-03 00:00:00,1899-12-30 11:22:52,Sutton Place/Turtle Bay North,Upper East Side South,5,1.0,$7.9,1.32,Uber Green,Uber Pay
7269,2024-06-03 00:00:00,1899-12-30 11:33:01,Yorkville East,East Harlem South,1,1.0,$9.5,1.27,UberXL,Uber Pay
7270,2024-06-03 00:00:00,1899-12-30 11:50:48,East Harlem South,Melrose South,1,1.0,$15.5,3.2,Uber Green,Cash
7271,2024-06-03 00:00:00,1899-12-30 11:15:46,JFK Airport,NA,1,1.0,$23.5,7.35,Uber Green,Cash
7272,2024-06-03 00:00:00,1899-12-30 11:02:21,Upper East Side South,Garment District,1,1.0,$18.0,4.45,UberX,Uber Pay
7273,2024-06-03 00:00:00,1899-12-30 11:53:31,Central Harlem,Hamilton Heights,1,1.0,$10.0,1.9,Uber Comfort,Uber Pay
7274,2024-06-03 00:00:00,1899-12-30 11:38:08,Sutton Place/Turtle Bay North,Yorkville East,1,1.0,$7.0,1.6,UberX,Cash
